,BetterPPP,FG,FGA,FGAG,FGM,FGMG,FGm,FGmG,FT,GP,P,PPG,PPP,PlayerFirstName,PlayerIDSID,PlayerLastName,PlayerNumber,PlusOne,Points,Poss,PossG,SF,Score,TO,TeamIDSID,TeamName,TeamNameAbbreviation,TeamShortName,Time,WorsePPP,aFG,name,season,seasonType,category
65,33,42.857142857143,28,0.96551724137931,12,0.41379310344828,16,0.55172413793103,9.375,29,G,1.1724137931034,1.0625,Dwight,202779,Buycks,20,0.0,34,32,1.1034482758621,9.375,46.875,3.125,1610612765,Detroit Pistons,DET,Detroit,12.451399803162,249,50.0,Offensive,2017,Reg,Isolation
66,0,0.0,2,0.047619047619048,0,0.0,2,0.047619047619048,0.0,42,F,0.0,0.0,Larry,1626204,Nance,7,0.0,0,2,0.047619047619048,0.0,0.0,0.0,1610612747,Los Angeles Lakers,LAL,LALakers,0.60060101747513,0,0.0,Offensive,2017,Reg,Isolation
67,125,42.857142857143,21,0.51219512195122,9,0.21951219512195,12,0.29268292682927,12.5,41,G-F,0.51219512195122,0.875,Gerald,101123,Green,14,4.1666666666667,21,24,0.58536585365854,12.5,37.5,4.1666666666667,1610612745,Houston Rockets,HOU,Houston,5.1612901687622,156,47.619047619048,Offensive,2017,Reg,Isolation
68,237,33.333333333333,9,0.6,3,0.2,6,0.4,23.529411764706,15,G,0.73333333333333,0.64705902338028,Isaiah,202738,Thomas,3,11.764705882353,11,17,1.1333333333333,23.529411764706,29.411764705882,35.294117647059,1610612739,Cleveland Cavaliers,CLE,Cleveland,6.4885501861572,45,33.333333333333,Offensive,2017,Reg,Isolation
69,0,75.0,4,0.064516129032258,3,0.048387096774194,1,0.016129032258065,0.0,62,F,0.096774193548387,1.2000000476837,Deyonta,1627738,Davis,21,0.0,6,5,0.080645161290323,0.0,60.0,20.0,1610612763,Memphis Grizzlies,MEM,Memphis,1.5528000593185,0,75.0,Offensive,2017,Reg,Isolation
70,154,40.0,20,0.57142857142857,8,0.22857142857143,12,0.34285714285714,8.695652173913,35,G,0.54285714285714,0.82608699798584,Wayne,1627782,Selden,7,8.695652173913,19,23,0.65714285714286,8.695652173913,34.782608695652,13.04347826087,1610612763,Memphis Grizzlies,MEM,Memphis,6.5714302062988,126,45.0,Offensive,2017,Reg,Isolation
71,248,25.0,8,0.10126582278481,2,0.025316455696203,6,0.075949367088608,0.0,79,G,0.075949367088608,0.60000002384186,Troy,203584,Daniels,30,0.0,6,10,0.12658227848101,0.0,20.0,20.0,1610612756,Phoenix Suns,PHX,Phoenix,1.5290499925613,28,37.5,Offensive,2017,Reg,Isolation
72,0,66.666666666667,6,0.4,4,0.26666666666667,2,0.13333333333333,0.0,15,G,0.53333333333333,1.3333300352097,Jamel,1628503,Artis,0,0.0,8,6,0.4,0.0,66.666666666667,0.0,1610612753,Orlando Magic,ORL,Orlando,6.4516100883484,0,66.666666666667,Offensive,2017,Reg,Isolation
73,0,33.333333333333,3,0.047619047619048,1,0.015873015873016,2,0.031746031746032,0.0,63,G-F,0.031746031746032,0.66666698455811,Treveon,1626203,Graham,21,0.0,2,3,0.047619047619048,0.0,33.333333333333,0.0,1610612766,Charlotte Hornets,CHA,Charlotte,1.094889998436,0,33.333333333333,Offensive,2017,Reg,Isolation
74,0,0.0,1,0.019607843137255,0,0.0,1,0.019607843137255,0.0,51,F,0.0,0.0,Dante,201967,Cunningham,33,0.0,0,1,0.019607843137255,0.0,0.0,0.0,1610612740,New Orleans Pelicans,NOP,NewOrleans,0.38759699463844,0,0.0,Offensive,2017,Reg,Isolation
75,0,0.0,2,0.037037037037037,0,0.0,2,0.037037037037037,0.0,54,F,0.0,0.0,Corey,201147,Brewer,3,0.0,0,2,0.037037037037037,0.0,0.0,0.0,1610612747,Los Angeles Lakers,LAL,LALakers,0.85106402635574,0,0.0,Offensive,2017,Reg,Isolation
76,0,100.0,1,0.012987012987013,1,0.012987012987013,0,0.0,33.333333333333,77,C,0.038961038961039,1.0,DeAndre,201599,Jordan,6,0.0,3,3,0.038961038961039,33.333333333333,66.666666666667,33.333333333333,1610612746,Los Angeles Clippers,LAC,LAClippers,0.3537740111351,0,100.0,Offensive,2017,Reg,Isolation
77,14,53.333333333333,15,0.78947368421053,8,0.42105263157895,7,0.36842105263158,20.0,19,,1.2631578947368,1.2000000476837,Isaiah,203477,Canaan,2,0.0,24,20,1.0526315789474,20.0,60.0,5.0,1610612756,Phoenix Suns,PHX,Phoenix,10.581999778748,267,56.666666666667,Offensive,2017,Reg,Isolation
78,108,25.0,4,0.070175438596491,1,0.017543859649123,3,0.052631578947368,40.0,57,F,0.15789473684211,0.89999997615814,Jordan,1628395,Bell,2,0.0,9,10,0.17543859649123,40.0,50.0,20.0,1610612744,Golden State Warriors,GSW,GoldenState,3.9215700626373,173,25.0,Offensive,2017,Reg,Isolation
79,0,50.0,2,0.025974025974026,1,0.012987012987013,1,0.012987012987013,0.0,77,F,0.025974025974026,0.5,Davis,202722,Bertans,42,0.0,2,4,0.051948051948052,0.0,25.0,50.0,1610612759,San Antonio Spurs,SAS,SanAntonio,0.95465397834778,0,50.0,Offensive,2017,Reg,Isolation
